T,fitness
733,1.709873823611554e+29
811,3.338326897505959e+34
133,14938.128015629922
355,4301269056.562901
777,1.4130117482528839e+32
115,10211.298566857342
452,42194667218828.195
940,1.0110158904450578e+44
879,2.452341504839582e+39
345,2281867712.639636
576,6.0929305826600395e+19
153,29429.536625795394
950,6.036219117137836e+44
602,1.6721591575619444e+21
162,41374.72347937665
238,1306552.8893104626
422,2284691414224.506
511,2.3197217916566324e+16
660,4.101896588419738e+24
285,23664902.83791689
243,1726801.8768815226
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
543,1.0528419835030414e+18
115,10211.298566857342
171,55578.11379135815
200,183142.96121584834
247,2177883.575540643
224,658210.7271408202
170,58261.12768243421
184,101216.74938555867
2,2118.457663127479
16,2373.1647545268856
2,2118.457663127479
2,2118.457663127479
18,2409.50297030019
2,2118.457663127479
2,2118.457663127479
66,4007.015738297121
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
5,2170.858262746879
2,2118.457663127479
2,2118.457663127479
72,4638.149008432751
2,2118.457663127479
4,2191.310180589954
2,2118.457663127479
33,2840.708125384255
2,2118.457663127479
22,2570.05150654624
17,2434.9107210879097
31,2790.9832764380685
5,2170.858262746879
2,2118.457663127479
27,2643.5333006292267
2,2118.457663127479
8,2171.409151092847
2,2118.457663127479
2,2118.457663127479
59,3706.322206741571
2,2118.457663127479
50,3419.6652538290764
2,2118.457663127479
54,3408.614267532505
6,2161.2662153113183
41,2942.03935148941
34,2951.8601972809197
28,2656.096078651352
74,4737.155979725147
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
34,2951.8601972809197
2,2118.457663127479
37,2859.782653921925
5,2170.858262746879
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
18,2409.50297030019
29,2779.2246526578933
32,2795.309028204084
2,2118.457663127479
12,2334.758691996609
2,2118.457663127479
2,2118.457663127479
24,2602.7003003220934
16,2373.1647545268856
5,2170.858262746879
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
9,2225.766576652009
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
5,2170.858262746879
2,2118.457663127479
18,2409.50297030019
68,4346.6842520127075
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
31,2790.9832764380685
36,2852.6196824827707
5,2170.858262746879
8,2171.409151092847
2,2118.457663127479
43,3134.202454380114
8,2171.409151092847
54,3408.614267532505
2,2118.457663127479
2,2118.457663127479
63,3976.690060201774
2,2118.457663127479
2,2118.457663127479
5,2170.858262746879
6,2161.2662153113183
2,2118.457663127479
20,2524.496359833536
2,2118.457663127479
11,2268.6717261825024
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
8,2171.409151092847
2,2118.457663127479
55,3643.7785859177825
24,2602.7003003220934
5,2170.858262746879
8,2171.409151092847
2,2118.457663127479
14,2249.3475379768024
41,2942.03935148941
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
10,2378.547499813452
6,2161.2662153113183
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
36,2852.6196824827707
2,2118.457663127479
2,2118.457663127479
4,2191.310180589954
26,2670.7114358757326
2,2118.457663127479
4,2191.310180589954
2,2118.457663127479
7,2298.218169014325
2,2118.457663127479
25,2611.250868468782
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
4,2191.310180589954
62,3714.450745308232
2,2118.457663127479
53,3637.735975035677
41,2942.03935148941
6,2161.2662153113183
3,2122.9468840503623
5,2170.858262746879
8,2171.409151092847
2,2118.457663127479
22,2570.05150654624
2,2118.457663127479
2,2118.457663127479
6,2161.2662153113183
2,2118.457663127479
2,2118.457663127479
22,2570.05150654624
5,2170.858262746879
2,2118.457663127479
14,2249.3475379768024
2,2118.457663127479
38,3063.8151099763995
48,3244.156713307308
2,2118.457663127479
13,2271.5233078332144
7,2298.218169014325
8,2171.409151092847
6,2161.2662153113183
45,3289.520290855751
7,2298.218169014325
81,4997.563648987548
2,2118.457663127479
2,2118.457663127479
45,3289.520290855751
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
72,4638.149008432751
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
5,2170.858262746879
20,2524.496359833536
2,2118.457663127479
58,3850.4900654096905
26,2670.7114358757326
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
9,2225.766576652009
39,3140.2753667014035
88,5486.346813027281
53,3637.735975035677
6,2161.2662153113183
34,2951.8601972809197
3,2122.9468840503623
41,2942.03935148941
2,2118.457663127479
12,2334.758691996609
2,2118.457663127479
43,3134.202454380114
26,2670.7114358757326
2,2118.457663127479
2,2118.457663127479
22,2570.05150654624
6,2161.2662153113183
7,2298.218169014325
40,3122.554269909775
4,2191.310180589954
2,2118.457663127479
45,3289.520290855751
2,2118.457663127479
39,3140.2753667014035
2,2118.457663127479
2,2118.457663127479
12,2334.758691996609
6,2161.2662153113183
8,2171.409151092847
2,2118.457663127479
40,3122.554269909775
95,6537.804687461084
2,2118.457663127479
2,2118.457663127479
2,2118.457663127479
6,2161.2662153113183
13,2271.5233078332144
2,2118.457663127479
21,2561.9705399358654
8,2171.409151092847
7,2298.218169014325
