T,fitness
733,37947042702.98281
811,1192426129443.773
133,3006.916941388295
355,121282.71268287567
777,264378968354.42328
115,2591.729445865604
452,1616350.695292608
940,517976117186401.75
879,26616397004959.71
345,97214.076958549
576,83202416.73861507
153,3727.6178706792243
950,895623281888050.8
602,225050790.71748945
162,4019.1747471973404
238,11565.904037908816
422,648590.5197105388
511,9497445.463569261
660,1993011943.7303953
285,25927.681716439125
2,1917.7990387007744
171,4290.073396451279
739,51008619122.40572
2,1917.7990387007744
165,4212.994291611086
115,2591.729445865604
181,4890.885284728459
171,4290.073396451279
148,3390.0669938945475
171,4290.073396451279
264,17037.11379379008
182,4986.785403494845
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
26,1770.1670909758714
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
28,1801.928610034083
31,1771.4182252169433
56,1934.6081292525876
18,1710.4169363602082
60,1954.2634938369365
2,1917.7990387007744
36,1844.1134975806988
14,1702.704855219274
11,1711.6438653526025
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
58,1956.9618083906596
29,1784.9573942748095
39,1866.2204120553304
47,1921.9003019277882
16,1723.5880435207112
14,1702.704855219274
19,1678.487719100788
9,1719.1812553642987
30,1783.199445984996
11,1711.6438653526025
20,1708.8818001548686
27,1758.7418218598752
2,1917.7990387007744
5,1754.8776428810788
25,1754.6899643445256
26,1770.1670909758714
15,1724.0580776271645
7,1746.7331145109692
2,1917.7990387007744
48,1926.9415460381658
2,1917.7990387007744
4,1761.8704418752106
14,1702.704855219274
2,1917.7990387007744
2,1917.7990387007744
67,2036.395601060562
117,2741.0387546180527
2,1917.7990387007744
10,1700.8156451017019
2,1917.7990387007744
17,1738.827727874907
25,1754.6899643445256
46,1857.6523378381842
2,1917.7990387007744
24,1744.1994197388285
150,3639.9915320372857
129,2932.6028246169103
170,4422.9272559142955
134,3057.730035880137
192,5621.487215256909
175,4626.1836210815345
214,7664.51924893272
187,5712.0017892325695
203,6500.311968241466
118,2662.6582309065507
191,5717.984118522856
179,4808.418676096207
12,1701.1941707662324
2,1917.7990387007744
2,1917.7990387007744
5,1754.8776428810788
14,1702.704855219274
2,1917.7990387007744
81,2140.950532995338
10,1700.8156451017019
2,1917.7990387007744
2,1917.7990387007744
5,1754.8776428810788
2,1917.7990387007744
44,1882.8160060330524
37,1834.0071398837106
2,1917.7990387007744
2,1917.7990387007744
23,1781.1457556639696
2,1917.7990387007744
77,2134.4263418613573
2,1917.7990387007744
23,1781.1457556639696
33,1824.0392238384304
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
12,1701.1941707662324
14,1702.704855219274
23,1781.1457556639696
2,1917.7990387007744
2,1917.7990387007744
2,1917.7990387007744
26,1770.1670909758714
2,1917.7990387007744
38,1874.3813624429708
13,1695.6559743462262
2,1917.7990387007744
